X0,X1,X2,X3,X4
1.0,1.0,1.0,1.0,1.0
1.0029004835691095,0.9375476047619024,1.0216414236408968,1.0040866870381024,1.0459426968284482
0.9270039286908138,1.1591402480205606,0.9591946200538118,0.9582873248008643,1.0357960008089102
1.2302886019088106,1.1109646524765477,0.9867721108781339,1.006507287504382,1.073487661060906
1.5411847406100874,1.0499687085438423,0.9751604245027111,0.9620406757395032,1.1734156035141243
1.8799783954927882,0.9937064570082863,1.1173165205970848,1.0125323875839203,1.1818396133596814
1.8331606498823108,0.8905464607096182,1.112025136308212,1.0263548814691976,1.2102761866369833
1.6263695783056367,0.8055548747000535,1.2373971850742158,1.1295234658728956,1.15943360300366
1.8510688546616656,0.8439233657002437,1.2835805051545364,1.167767837473011,1.2018204305519105
1.9266497311398487,0.8843366166342123,1.3928650629091741,1.1342374483272075,1.1899150456214278
1.9329845677814872,0.8616123801671146,1.3045960079490937,1.1738170843223674,1.319084371599178
2.2024570623956863,0.7281373565745494,1.1241448946266606,1.0819725809352363,1.3144083973652585
2.021967638348496,0.7274570516337457,1.083121808844683,1.0916398870134025,1.4441959019396746
2.2599250589548836,0.8058572021477037,1.1022880795545047,1.1044345488573504,1.522032897439409
1.9765730271195672,0.8058596234414331,1.0238090947545646,1.1113266383018574,1.5878272179087265
1.9798024776438674,0.8498285029263084,1.0064834222106331,1.0987965142993168,1.5602284060492024
2.2122165498438693,0.9042449252710756,0.9607585196872055,1.111021221727849,1.4527321868912184
2.1655313330929897,0.7147462140332117,0.9100917007466734,1.0790476789987415,1.4121335720588963
2.220178919347827,0.6627256070359672,0.9145571170245863,1.0959224783738966,1.4522320961711963
2.2949319129674364,0.5486950657000093,0.8496423363029711,1.0824154958716417,1.3578356425858003
2.639014195220756,0.5250810971567099,0.8427140639715208,1.1067827741910725,1.327757629685419
2.9975442913539054,0.5419437958435223,0.9244850964364905,1.1808546511031586,1.3121280261763277
2.9165267567296325,0.5674565190132166,0.8209281174682875,1.1217572344974456,1.265572583737863
3.0914350648721123,0.6192599784803678,0.803520280456038,1.0991316147575823,1.282043106994875
2.919563013164132,0.5340806907678155,0.7416890926523394,1.0200401291603078,1.2334892296748203
3.084825629685819,0.47658556626623927,0.7562512179870017,1.0814955627199097,1.256816735340906
2.72580884637376,0.4485689893053881,0.8045471748036089,1.0069786571868178,1.3682087071473759
2.668613898629469,0.4235099869324388,0.7498692793626102,1.042835082037291,1.3068265345770396
2.664285619954989,0.34172446276099816,0.8245821090933441,1.0658645275112468,1.3104495311418465
2.613301851520987,0.3019678064401752,0.7739116148372861,0.96249299006306,1.2156543685670473
2.61825639380784,0.3259989770245734,0.771911723613057,0.9163958384609553,1.2647156509024948
2.1712896768877057,0.3244685376715566,0.7142327075198158,0.9034572823697443,1.2425094671075112
2.8448069894774726,0.32141770469369463,0.7063787099560634,0.8884013690680667,1.213475857857952
2.9623425634104232,0.3322313494627318,0.6856029993356896,0.7981287784208201,1.23735835785809
2.4090258440720795,0.3123767994343435,0.6570275406717947,0.7125327445030166,1.189113650006697
2.5062380824690846,0.2506615548505353,0.7103336821366351,0.7346316658056806,1.1402207444317132
2.2497047436984268,0.26582497869375527,0.6833980293039865,0.6500174704954249,1.0468017772461513
2.3294291158014397,0.2929932448785703,0.7075199367232102,0.7540879362412102,1.091482263036858
2.440751566057338,0.28465170363876774,0.7631197373118539,0.8264026589252204,1.0653824520809934
2.308086207827427,0.2685681898953984,0.6839371275982341,0.7840671796105603,0.9670989557513161
2.205512599616543,0.2666998604457666,0.6527882323173644,0.711115132141883,1.0126295922822108
2.249401207752432,0.28566309655963207,0.6377610653938958,0.7765779899162468,0.9391783008516599
2.242184499441217,0.3160942578635956,0.631606448769069,0.7979626455245796,1.0341842736640467
2.50687657579465,0.33865144738611375,0.6676045943449725,0.8175499324168106,1.1103413637696984
2.4447317706527194,0.3384690716381319,0.6205333402380414,0.7892826586793636,1.0434969735091568
1.8073356304595947,0.33984469306948223,0.5970272729528496,0.8292172781076139,0.974617193626114
1.9363188072519726,0.4222358635605852,0.6773309929020581,0.7648962925643126,0.9941788204815009
2.2336232977779495,0.5584458509149183,0.6589379303234459,0.7994812517091572,1.0145430040520846
2.4413844813406476,0.5485270642685867,0.7088536446903151,0.8045119031926369,1.0298753298482861
2.9759492656807223,0.51718029826981,0.720765399282186,0.7938283439181126,0.9777744354059629
3.231527735409922,0.4808409537416061,0.5932115521279495,0.7426447898870546,0.9506039153816856
3.2795568240650352,0.4973505130759922,0.6614893886645827,0.8315164093183137,0.9876253350835218
3.0880471833649565,0.5386450259579817,0.7451834510129397,0.9075850899804776,0.9991396046066557
2.9682264786419132,0.5156840915594104,0.7706834043776156,0.9282456649505307,1.0461209338314779
2.6776024197821475,0.6349884335414107,0.7919014289995854,1.0431004167931994,1.0587765214870513
2.611555674812996,0.5532294419916178,0.8216311601344222,1.0494225895736953,1.000795644879017
2.885836552229968,0.5681462757701622,0.8778051052738052,1.0569927904852467,1.0715618949342594
3.3045782007302376,0.5909178078961543,0.8552703661727107,1.1094023704109164,1.1512617584902307
3.464812661159286,0.6547757637350042,0.790538750000065,1.19785773167077,1.165076360567185
3.286582540152433,0.6126169476102769,0.8616984085964003,1.3004183718912707,1.2074730220557117
4.16502215247322,0.6177444258052237,0.8077746434056055,1.2886142998688306,1.231686738456957
3.7411504114742202,0.5248351643236137,0.8395673957673059,1.3250113038820472,1.2826466365735523
3.8255749945072073,0.4822627299376588,0.9310286194534656,1.4839974597950494,1.3068739076308513
3.730410168180177,0.4945225243377514,0.9421111541944919,1.5161509302429688,1.33700910574234
